Age,Education,Occupation,Relationship,Sex,Country
38, Assoc-acdm, Adm-clerical, Not-in-family, Female, United-States
36, Some-college, Craft-repair, Husband, Male, United-States
40, HS-grad, Exec-managerial, Husband, Male, United-States
25, Bachelors, Tech-support, Not-in-family, Male,
41, Bachelors, Tech-support, Wife, Female, United-States
33, HS-grad, Sales, Not-in-family, Male, United-States
63, HS-grad,, Husband, Male, United-States
51, HS-grad, Machine-op-inspct, Husband, Male, United-States
34, HS-grad, Sales, Husband, Male, United-States
33, Assoc-voc, Sales, Not-in-family, Male, United-States
25, 10th, Craft-repair, Husband, Male, United-States
30, HS-grad, Sales, Unmarried, Male, United-States
19, Some-college, Adm-clerical, Own-child, Male, United-States
47, HS-grad, Exec-managerial, Wife, Female, United-States
26, Bachelors, Adm-clerical, Not-in-family, Female, United-States
21, Some-college, Other-service, Own-child, Female, United-States
36, HS-grad, Other-service, Husband, Male, United-States
60, 10th, Machine-op-inspct, Husband, Male, United-States
28, HS-grad, Prof-specialty, Unmarried, Male, United-States
19, HS-grad, Adm-clerical, Own-child, Female, United-States
42, Bachelors, Prof-specialty, Husband, Male, United-States
36, HS-grad, Machine-op-inspct, Not-in-family, Female, United-States
35, HS-grad, Other-service, Wife, Female, United-States
22, Some-college, Adm-clerical, Own-child, Female, United-States
54, HS-grad, Craft-repair, Husband, Male, United-States
36, Bachelors, Prof-specialty, Husband, Male, United-States
55, HS-grad, Transport-moving, Husband, Male, United-States
57, Masters, Adm-clerical, Husband, Male, United-States
56, 7th-8th, Transport-moving, Husband, Male, United-States
24, HS-grad, Exec-managerial, Husband, Male, United-States
35, Bachelors, Prof-specialty, Husband, Male, United-States
51, 11th, Sales, Not-in-family, Male, United-States
34, HS-grad, Exec-managerial, Own-child, Male, United-States
36, Assoc-acdm, Adm-clerical, Unmarried, Female, United-States
51, 9th, Other-service, Other-relative, Female, United-States
46, Doctorate, Prof-specialty, Husband, Male, United-States
42, HS-grad, Exec-managerial, Not-in-family, Female, United-States
25, Bachelors, Prof-specialty, Not-in-family, Female, United-States
22, HS-grad, Handlers-cleaners, Other-relative, Male, United-States
37, HS-grad, Craft-repair, Husband, Male, United-States
48, Bachelors, Sales, Unmarried, Male, United-States
61, Bachelors, Prof-specialty, Husband, Male, United-States
40, 12th, Transport-moving, Husband, Male, Jamaica
58, HS-grad, Exec-managerial, Wife, Female, United-States
52, HS-grad, Farming-fishing, Other-relative, Male, Mexico
18, 11th, Other-service, Own-child, Male, United-States
27, 10th, Machine-op-inspct, Husband, Male, United-States
48, Some-college, Prof-specialty, Husband, Male, United-States
63, 9th, Craft-repair, Husband, Male, United-States
38, HS-grad, Craft-repair, Husband, Male, United-States
31, Some-college, Adm-clerical, Husband, Male, United-States
40, Some-college, Prof-specialty, Husband, Male, United-States
41, HS-grad, Exec-managerial, Not-in-family, Male, United-States
28, Bachelors, Prof-specialty, Not-in-family, Female, United-States
31, Prof-school, Prof-specialty, Not-in-family, Male, United-States
32, Assoc-voc, Craft-repair, Husband, Male, United-States
30, HS-grad, Handlers-cleaners, Unmarried, Male, United-States
39, HS-grad, Craft-repair, Not-in-family, Male, United-States
28, Bachelors, Sales, Husband, Male, United-States
31, HS-grad, Handlers-cleaners, Other-relative, Female, United-States
21, Some-college,, Own-child, Male, United-States
33, HS-grad,, Unmarried, Female, United-States
44, Masters, Prof-specialty, Husband, Male, United-States
22, Some-college, Farming-fishing, Own-child, Male, United-States
42, HS-grad, Other-service, Husband, Male,
36, Assoc-acdm, Craft-repair, Husband, Male, United-States
39, Masters, Exec-managerial, Not-in-family, Male, United-States
61, Some-college, Exec-managerial, Husband, Male, United-States
31, HS-grad, Transport-moving, Own-child, Male, United-States
21, Some-college, Other-service, Not-in-family, Female, Germany
39, Some-college, Farming-fishing, Husband, Male, United-States
34, HS-grad, Farming-fishing, Husband, Male, United-States
21, Some-college, Other-service, Own-child, Male, United-States
75, Bachelors, Prof-specialty, Unmarried, Male, United-States
21, Some-college, Other-service, Own-child, Male, United-States
81, Some-college, Sales, Husband, Male, United-States
54, HS-grad, Other-service, Not-in-family, Male, Canada
34, Bachelors, Prof-specialty, Husband, Male, Iran
54, Prof-school, Prof-specialty, Husband, Male, Philippines
41, HS-grad, Other-service, Husband, Male, United-States
61, Bachelors,, Not-in-family, Female, United-States
63, HS-grad, Other-service, Husband, Male, United-States
24, Some-college, Machine-op-inspct, Not-in-family, Male, United-States
20, HS-grad, Adm-clerical, Wife, Female, Mexico
44, Bachelors, Prof-specialty, Own-child, Female, United-States
47, Bachelors, Sales, Husband, Male, United-States
31, Some-college, Craft-repair, Husband, Male, United-States
41, 7th-8th, Craft-repair, Not-in-family, Male, United-States
53, HS-grad, Craft-repair, Husband, Male, United-States
63, HS-grad, Adm-clerical, Wife, Female, United-States
44, Masters, Prof-specialty, Husband, Male, United-States
37, HS-grad, Craft-repair, Husband, Male, United-States
28, Some-college, Craft-repair, Husband, Male, Germany
71, Some-college,, Husband, Male, United-States
57, HS-grad, Adm-clerical, Not-in-family, Female, United-States
22, Some-college, Farming-fishing, Own-child, Male, United-States
33, Bachelors, Adm-clerical, Husband, Male, United-States
30, Some-college, Adm-clerical, Own-child, Female, United-States
20, HS-grad, Craft-repair, Own-child, Male, United-States
28, Bachelors, Adm-clerical, Not-in-family, Female, United-States
54, 11th, Priv-house-serv, Unmarried, Female, United-States
20, HS-grad, Handlers-cleaners, Own-child, Male, United-States
34, HS-grad, Exec-managerial, Husband, Male, United-States
21, Some-college, Adm-clerical, Own-child, Male, United-States
29, Some-college, Other-service, Unmarried, Female, United-States
51, Some-college, Exec-managerial, Unmarried, Female, United-States
39, HS-grad, Machine-op-inspct, Not-in-family, Female, United-States
19, Some-college, Adm-clerical, Other-relative, Female, United-States
22, HS-grad, Farming-fishing, Own-child, Male, United-States
59, Some-college, Adm-clerical, Not-in-family, Female, United-States
18, 11th, Sales, Own-child, Male, United-States
22, HS-grad, Other-service, Not-in-family, Male, United-States
42, Some-college, Craft-repair, Husband, Male, United-States
39, Assoc-acdm, Craft-repair, Not-in-family, Male, United-States
31, Bachelors, Sales, Husband, Male, United-States
28, 11th, Craft-repair, Unmarried, Female, United-States
22, Bachelors, Exec-managerial, Own-child, Female, United-States
67, Masters, Other-service, Not-in-family, Female, United-States
17, 11th, Sales, Own-child, Female, United-States
47, Assoc-acdm, Adm-clerical, Husband, Male, United-States
23, Bachelors, Adm-clerical, Not-in-family, Female, United-States
20, HS-grad, Other-service, Wife, Female, Peru
22, HS-grad, Sales, Unmarried, Female, Peru
47, 7th-8th, Transport-moving, Husband, Male, United-States
49, Some-college, Sales, Wife, Female, United-States
64, Some-college,, Husband, Male, United-States
35, Some-college, Exec-managerial, Not-in-family, Female, United-States
52, Some-college, Exec-managerial, Not-in-family, Female, United-States
29, HS-grad, Sales, Not-in-family, Female, United-States
73, 10th, Sales, Unmarried, Female, Canada
38, HS-grad, Prof-specialty, Husband, Male, United-States
59, HS-grad, Exec-managerial, Husband, Male, United-States
35, Some-college, Craft-repair, Husband, Male, United-States
18, Some-college, Sales, Own-child, Female, United-States
24, HS-grad, Adm-clerical, Wife, Female, United-States
33, Bachelors, Prof-specialty, Husband, Male, United-States
40, Some-college, Exec-managerial, Other-relative, Female, United-States
55, HS-grad, Adm-clerical, Not-in-family, Female, United-States
44, HS-grad, Prof-specialty, Not-in-family, Male, United-States
40, Bachelors, Prof-specialty, Own-child, Female, United-States
22, HS-grad, Handlers-cleaners, Own-child, Male, United-States
55, Some-college, Exec-managerial, Wife, Female, United-States
45, HS-grad, Tech-support, Not-in-family, Female, United-States
47, Bachelors, Prof-specialty, Not-in-family, Female, United-States
56, HS-grad, Craft-repair, Husband, Male, United-States
44, HS-grad, Machine-op-inspct, Husband, Male, United-States
32, Some-college, Adm-clerical, Not-in-family, Male, United-States
17, 10th, Other-service, Own-child, Male, United-States
44, Some-college, Exec-managerial, Not-in-family, Male, United-States
32, Assoc-acdm, Sales, Not-in-family, Male, United-States
35, Bachelors, Sales, Husband, Male, United-States
27, HS-grad, Other-service, Husband, Male, United-States
32, HS-grad, Prof-specialty, Husband, Male, United-States
68, 11th, Transport-moving, Not-in-family, Male, United-States
20, Some-college, Other-service, Own-child, Female, United-States
33, Some-college, Adm-clerical, Not-in-family, Female, United-States
24, 9th, Handlers-cleaners, Own-child, Male, United-States
48, HS-grad, Craft-repair, Husband, Male, United-States
45, Masters, Prof-specialty, Unmarried, Female, United-States
48, Some-college, Adm-clerical, Not-in-family, Female, United-States
28, Masters, Prof-specialty, Husband, Male, United-States
60, Some-college,, Husband, Male, United-States
39, Masters, Prof-specialty, Unmarried, Female, United-States
23, Some-college, Other-service, Own-child, Male, United-States
23, 12th, Exec-managerial, Not-in-family, Male, United-States
36, Some-college, Adm-clerical, Other-relative, Female, United-States
25, Bachelors, Prof-specialty, Wife, Female, United-States
52, HS-grad, Other-service, Unmarried, Male, United-States
35, HS-grad, Craft-repair, Husband, Male, United-States
41, HS-grad, Exec-managerial, Husband, Male, United-States
45, Bachelors, Sales, Wife, Female, United-States
37, Masters, Prof-specialty, Husband, Male,
58, Assoc-voc, Prof-specialty, Not-in-family, Female, United-States
67, HS-grad, Adm-clerical, Wife, Female, United-States
48, HS-grad, Prof-specialty, Wife, Female, United-States
63, HS-grad, Craft-repair, Husband, Male, United-States
24, Some-college, Protective-serv, Husband, Male, United-States
43, Some-college, Craft-repair, Husband, Male, United-States
36, HS-grad, Transport-moving, Own-child, Male, United-States
32, HS-grad, Transport-moving, Own-child, Male, Mexico
36, Some-college, Craft-repair, Not-in-family, Male, Laos
43, Some-college, Adm-clerical, Not-in-family, Female, United-States
27, HS-grad, Adm-clerical, Not-in-family, Female, United-States
17, 11th, Other-service, Own-child, Male, United-States
45, Bachelors, Sales, Not-in-family, Female, United-States
41, HS-grad, Craft-repair, Husband, Male, United-States
41, HS-grad, Exec-managerial, Husband, Male, United-States
18, HS-grad,, Own-child, Female, United-States
48, Assoc-acdm, Adm-clerical, Not-in-family, Female, United-States
51, Assoc-voc,, Husband, Male, United-States
26, Some-college, Other-service, Own-child, Female, United-States
54, Preschool, Farming-fishing, Husband, Male, United-States
22, Some-college, Sales, Own-child, Female, Iran
19, HS-grad, Transport-moving, Own-child, Male, United-States
47, 7th-8th, Handlers-cleaners, Other-relative, Male, United-States
32, HS-grad, Other-service, Unmarried, Female, United-States
46, Bachelors, Exec-managerial, Husband, Male, United-States
30, Bachelors, Tech-support, Not-in-family, Female, United-States
35, Masters, Exec-managerial, Not-in-family, Male, United-States
52, Assoc-voc, Tech-support, Husband, Male, United-States
73, 12th, Farming-fishing, Husband, Male, United-States
17, 10th, Other-service, Own-child, Male, Canada
32, Bachelors, Prof-specialty, Unmarried, Female, United-States
43, Masters, Prof-specialty, Husband, Male, United-States
19, HS-grad,, Own-child, Male, Portugal
26, HS-grad, Machine-op-inspct, Unmarried, Female, Columbia
41, Masters, Exec-managerial, Husband, Male, United-States
49, Assoc-acdm, Sales, Husband, Male, United-States
52, Some-college, Protective-serv, Unmarried, Male, United-States
35, HS-grad, Adm-clerical, Unmarried, Female, United-States
57, 11th, Other-service, Husband, Male, United-States
35, Assoc-voc, Prof-specialty, Unmarried, Female, United-States
33, Bachelors, Prof-specialty, Not-in-family, Male, United-States
56, 7th-8th, Transport-moving, Unmarried, Male, United-States
42, Bachelors, Sales, Own-child, Male, United-States
17, Some-college, Adm-clerical, Own-child, Male, United-States
49, HS-grad, Adm-clerical, Not-in-family, Female, United-States
39, Prof-school, Prof-specialty, Husband, Male, United-States
34, Some-college, Adm-clerical, Unmarried, Female, United-States
37, Some-college, Prof-specialty, Not-in-family, Male, United-States
22, 12th, Other-service, Not-in-family, Male, United-States
